,movie_id,budget,title,tagline,release_date,runtime,genres,production_companies,production_countries,popularity,revenue,vote_average,vote_count,cast,crew,keywords,original_language,overview,spoken_languages
10,28178,16000000,Hachi: A Dog's Tale,"A true story of faith, devotion and undying love.",6/13/2009,93.0,"['Drama', 'Family']","['Grand Army Entertainment', 'Scion Films', 'Inferno Distribution', 'Stage 6 Films', 'Hachiko', 'Opperman Viner Chrystyn Entertainment']","['United Kingdom', 'United States of America']",43.217089,47801389,7.7,1717,"['Richard Gere', 'Joan Allen', 'Jason Alexander', 'Cary-Hiroyuki Tagawa', 'Sarah Roemer', 'Erick Avari', 'Davenia McFadden', 'Robbie Sublett', 'Tora Hallström', 'Bates Wilder', 'Rich Tretheway', 'Ellen Becker-Gray', 'David Boston', 'Robert Capron', 'Becki Dennis', 'John Franchi', 'Adam Masnyk', 'Roy Souza']","['Richard Gere', 'Bill Johnson', 'Lasse Hallström', 'Shin Torisawa']","['japanese', 'loyalty', 'human animal relationship', 'friendship', 'friends', 'family relationships', 'dog', 'newspaper reporter', 'family dog', 'waiting']",en,A drama based on the true story of a college professor's bond with the abandoned dog he takes into his home.,"['English', '日本語']"
11,879,70000000,Hook,What if Peter Pan grew up?,12/11/1991,144.0,"['Adventure', 'Fantasy', 'Comedy', 'Family']","['Amblin Entertainment', 'TriStar Pictures']",['United States of America'],33.648404,300854823,6.6,1532,"['Robin Williams', 'Dustin Hoffman', 'Julia Roberts', 'Bob Hoskins', 'Maggie Smith', 'Caroline Goodall', 'Charlie Korsmo', 'Amber Scott', 'Arthur Malet', 'Isaiah Robinson', 'Gwyneth Paltrow', 'Phil Collins', 'Glenn Close', 'Regina Russell Banali', 'Jasen Fisher', 'James Madio', 'Ryan Francis', 'Max Hoffman', 'Kelly Rowan', 'Jake Hoffman', 'Geoffrey Lower', 'Don S. Davis', 'Brad Blumenthal', 'David Crosby', 'Nick Tate', 'Tony Burton', 'Carrie Fisher', 'George Lucas', 'Jimmy Buffett', 'Dante Basco']","['Bruce Cohen', 'Steven Spielberg', 'Kathleen Kennedy', 'Frank Marshall', 'Gerald R. Molen', 'Malia Scotch Marmo', 'Gary Adelson', 'Craig Baumgarten']","['flying', 'swordplay', 'sword', 'fantasy', 'peter pan', 'daughter', 'fairy-tale figure', 'rescue']",en,"The boy who wasn't supposed to grow up—Peter Pan—did just that, becoming a soulless corporate lawyer whose workaholism could cost him his wife and kids. But a trip to see Granny Wendy in London, where the vengeful Capt. Hook kidnaps Peter's kids and forces Peter to return to Neverland, could lead to a chance at redemption, in this family-oriented fantasy from director Steven Spielberg.",['English']
12,76492,85000000,Hotel Transylvania,Where monsters go to get away from it all,9/20/2012,91.0,"['Animation', 'Comedy', 'Family', 'Fantasy']","['Columbia Pictures', 'Sony Pictures Animation']",['United States of America'],56.257411,358375603,6.8,2566,"['Adam Sandler', 'Steve Buscemi', 'David Spade', 'Kevin James', 'Selena Gomez', 'Andy Samberg', 'Fran Drescher', 'Molly Shannon', 'Cee Lo Green', 'Jon Lovitz', 'Rick Kavanian', 'Elyas M’Barek', 'Josefine Preuß', 'Sadie Sandler', 'Jackie Sandler', 'Brian Stack', 'Chris Parnell', 'Robert Smigel', 'Rob Riggle', 'Paul Brittain', 'Brian McCann', 'Jonny Solomon', 'Jim Wise', 'James C.J. Williams']","['Michelle Murdocca', 'Genndy Tartakovsky']","['witch', 'magic', 'mummy', 'vampire', 'dracula', 'skeleton', 'backpacker', 'frankenstein', 'wolfman', 'zombie', 'invisible man', 'duringcreditsstinger', '\xa0nosferatu', 'protective father', 'fang vamp']",en,"Dracula, who operates a high-end resort away from the human world, goes into overprotective mode when a boy discovers the resort and falls for the count's teen-aged daughter.",['English']
13,4997,5000000,Wonderland,"Sex, drugs, murder. Welcome to L.A.",10/23/2003,104.0,"['Crime', 'Drama', 'Mystery', 'Thriller']",['Lions Gate Films'],"['Canada', 'United States of America']",7.79068,2466444,6.2,73,"['Val Kilmer', 'Dylan McDermott', 'Kate Bosworth', 'Josh Lucas', 'Lisa Kudrow', 'Eric Bogosian', 'Christina Applegate', 'Carrie Fisher', 'Tim Blake Nelson', 'Janeane Garofalo', 'Natasha Gregson Wagner', 'Ted Levine', 'Russell Sams', 'M.C. Gainey', 'Scoot McNairy', 'Joleigh Fioravanti', 'Kim Marriner', 'Louis Lombardi']","['Holly Wiersma', 'James Cox', 'Michael Paseornek']","['robbery', 'junkie', 'investigation', 'porno star', 'murder', 'los angeles', 'violence', 'drug']",en,"On the afternoon of July 1, 1981, Los Angeles police responded to a distress call on Wonderland Avenue and discovered a grisly quadruple homicide. The police investigation that followed uncovered two versions of the events leading up to the brutal murders - both involving legendary porn actor John Holmes. You're about to experience both versions.",['English']
14,834,50000000,Underworld: Evolution,"My God. Brother, what have you done?",1/12/2006,106.0,"['Fantasy', 'Action', 'Science Fiction', 'Thriller']","['Lakeshore Entertainment', 'Screen Gems']",['United States of America'],49.020045,111340801,6.4,1528,"['Kate Beckinsale', 'Scott Speedman', 'Tony Curran', 'Shane Brolly', 'Derek Jacobi', 'Bill Nighy', 'Steven Mackintosh', 'Zita Görög', 'Brian Steele', 'Scott McElroy', 'John Mann', 'Michael Sheen', 'Sophia Myles', 'Richard Cetrone', 'Mike Mukatis', 'Raoul Ganeev', 'Andrew Kavadas']","['Tom Rosenberg', 'Len Wiseman', 'Kevin Grevioux', 'Gary Lucchesi', 'Richard S. Wright', 'David Coatsworth']","['budapest', 'key', 'vampire', 'light', 'werewolf', 'evolution', 'fang vamp']",en,"As the war between the vampires and the Lycans rages on, Selene, a former member of the Death Dealers (an elite vampire special forces unit that hunts werewolves), and Michael, the werewolf hybrid, work together in an effort to unlock the secrets of their respective bloodlines.","['English', 'Français', 'Magyar']"
15,8870,80000000,Red Planet,Not A Sound. Not A Warning. Not A Chance. Not Alone.,11/10/2000,106.0,"['Thriller', 'Action', 'Science Fiction']","['Village Roadshow Pictures', 'NPV Entertainment', 'Warner Bros.', 'The Canton Company', 'Mars Production Pty. Ltd.']","['Australia', 'United States of America']",13.800656,33463969,5.4,267,"['Val Kilmer', 'Carrie-Anne Moss', 'Benjamin Bratt', 'Tom Sizemore', 'Simon Baker', 'Terence Stamp', 'Jessica Morton', 'Caroline Bossi', 'Bob Neill']","['Bruce Berman', 'Jorge Saralegui', 'Mark Canton', 'Antony Hoffman']","['mars', 'future', 'astronaut', 'science', 'catastrophe']",en,"Astronauts search for solutions to save a dying Earth by searching on Mars, only to have the mission go terribly awry.",['English']
16,11697,3200000,The Man Who Shot Liberty Valance,Together For The First Time - James Stewart - John Wayne - in the masterpiece of four-time Academy Award winner John Ford,4/22/1962,123.0,['Western'],"['Paramount Pictures', 'John Ford Productions']",['United States of America'],11.735287,8000000,7.4,265,"['John Wayne', 'James Stewart', 'Vera Miles', 'Lee Marvin', ""Edmond O'Brien"", 'Ken Murray', 'John Carradine', 'Jeanette Nolan', 'Andy Devine', 'John Qualen', 'Willis Bouchey', 'Carleton Young', 'Woody Strode', 'Denver Pyle', 'Strother Martin', 'Lee Van Cleef', 'Robert F. Simon', 'O.Z. Whitehead', 'Paul Birch', 'Joseph Hoover', 'Charles Akins', 'John Barton', 'Rudy Bowman', 'Chet Brandenburg', 'Jerry Brown', 'George Bruggeman', 'Noble Chissell', 'Russell Custer', 'Duke Fishman', 'Fritz Ford', 'Herman Hack', 'Jack Kenny', 'Richard LaMarr', 'Jack Lilley', 'Buddy Roosevelt', 'Jack Tornek', 'Sid Troy', 'Ralph Volkie', 'Max Wagner', 'Blackie Whiteford', 'Gertrude Astor', 'Helen Gibson', 'Eva Novak', 'Dorothy Phillips', 'Mario Arteaga', 'Chuck Hayward', 'Chuck Roberson', 'Jack Williams', 'Frank Baker', 'William Henry', 'Danny Borzage', 'Dick Cherney', 'Chuck Hamilton', 'Sam Harris', 'Lars Hensen', 'Tex Holden', 'Stuart Holmes', 'Jimmie Horan', 'Jack Perrin', ""'Snub' Pollard"", 'Robert Robinson', 'Scott Seaton', 'Rudy Sooter', 'Carl M. Leviness', 'King Mojave', 'Shug Fisher', 'Ben Frommer', 'Jack Pennick', 'Phil Schumacher', 'Tom Hennesy', ""Bryan 'Slim' Hightower"", 'Earle Hodgins', 'Michael Jeffers', 'Tom Smith', 'Cap Somers', 'Eddie Jauregui', 'Charles Morton', 'Ethan Laidlaw', 'Anna Lee', 'Ted Mapes', 'Montie Montana', 'Slim Talbot', 'Bob Morgan', 'Charles Seel', 'Bud Cokes']","['Willis Goldbeck', 'John Ford', 'John Ford']","['gunslinger', 'showdown', 'funeral', 'legend', 'to shoot dead', 'outlaw', 'lawyer', 'pistol', 'rancher', 'stagecoach', 'cowboy']",en,"A senator, who became famous for killing a notorious outlaw, returns for the funeral of an old friend and tells the truth about his deed.",['English']
17,2054,0,Mr. Holland's Opus,"Of All the Lives He Changed, the One That Changed the Most Was His Own.",12/29/1995,137.0,"['Music', 'Drama', 'Family']","['Hollywood Pictures', 'The Charlie Mopic Company', 'PolyGram Filmed Entertainment', 'Interscope Communications']",['United States of America'],6.775294000000001,106269971,6.9,113,"['Richard Dreyfuss', 'Glenne Headly', 'Jay Thomas', 'Olympia Dukakis', 'William H. Macy', 'Alicia Witt', 'Nicholas John Renner', 'Joseph Anderson', 'Anthony Natale', 'Jean Louisa Kelly', 'Terrence Howard', 'Damon Whitaker', 'Alexandra Boyd', 'Joanna Gleason', 'Beth Maitland', 'Joshua Minnick']","['Ted Field', 'Stephen Herek', 'Robert W. Cort', 'Michael Nolin']","['composer', 'mentor', 'deaf-mute', 'musical', 'apprentice', 'private life', 'music', 'disabled']",en,"In 1965, passionate musician Glenn Holland takes a day job as a high school music teacher, convinced it's just a small obstacle on the road to his true calling: writing a historic opus. As the decades roll by with the composition unwritten but generations of students inspired through his teaching, Holland must redefine his life's purpose.",['English']
18,13996,5000000,Bottle Shock,"Based on a true story of love, victory, and fermentation",8/6/2008,110.0,"['Comedy', 'Drama']","['Zininsa Film Production', 'Intellectual Properties Worldwide']",['United States of America'],6.174435,4040588,6.6,60,"['Alan Rickman', 'Chris Pine', 'Bill Pullman', 'Rachael Taylor', 'Freddy Rodríguez', 'Dennis Farina', 'Hal B. Klein', 'Jean-Michel Richaud', 'Eliza Dushku', 'Kirk Baily', 'Philippe Bergeron', 'Bradley Whitford']",['Randall Miller'],"['wine garden', 'wine', 'winzer']",en,"Paris-based wine expert Steven Spurrier heads to California in search of cheap wine that he can use for a blind taste test in the French capital. Stumbling upon the Napa Valley, the stuck-up Englishman is shocked to discover a winery turning out top-notch chardonnay. Determined to make a name for himself, he sets about getting the booze back to Paris.","['Français', 'English', 'Deutsch']"
19,16161,16000000,Baby Boy,Just a Baby Boy.,6/27/2001,130.0,"['Crime', 'Drama', 'Romance']","['Columbia Pictures', 'New Deal Productions']",['United States of America'],7.854989,29381649,7.4,55,"['Tyrese Gibson', 'Taraji P. Henson', 'Omar Gooding', 'Ving Rhames', 'Snoop Dogg', 'A.J. Johnson', 'Angell Conwell', 'Kareem J. Grimes', 'Tracey Cherelle Jones', ""Mo'Nique"", 'John Singleton']","['John Singleton', 'John Singleton']","['single parent', 'intolerance', 'condom', 'bootlegger', 'fistfight', 'step father', 'womanizer', 'thief', 'domestic violence', 'gunfight', 'los angeles', 'physical abuse', 'ex-con', 'selfishness', 'passive aggression', 'fatherhood', 'convicted felon', 'south central l.a.']",en,"The story of Jody, a misguided, 20-year-old African-American who is really just a baby boy finally forced-kicking and screaming to face the commitments of real life. Streetwise and jobless, he has not only fathered two children by two different women-Yvette and Peanut but still lives with his own mother. He can't seem to strike a balance or find direction in his chaotic life.",['English']
20,5689,4500000,The Blue Lagoon,A sensuous story of natural love.,7/5/1980,104.0,"['Romance', 'Adventure', 'Drama']",['Columbia Pictures Corporation'],['United States of America'],22.585384,58853106,5.8,408,"['Brooke Shields', 'Christopher Atkins', 'Leo McKern', 'William Daniels', 'Jeffrey Kleiser', 'Gus Mercurio', 'Elva Josephson', 'Glenn Kohan', 'Bradley Pryce', 'Chad Timmerman', 'Gert Jacoby', 'Alex Hamilton', 'Richard Evanson']","['Randal Kleiser', 'Randal Kleiser']","['sexual identity', 'shipwreck', 'lovers', 'stranded', 'marooned', 'pacific island', 'teenager', 'deserted island', 'tropical island', 'lost at sea']",en,"Two small children and a ship's cook survive a shipwreck and find safety on an idyllic tropical island. Soon, however, the cook dies and the young boy and girl are left on their own. Days become years and Emmeline (Brooke Shields) and Richard (Christopher Atkins) make a home for themselves surrounded by exotic creatures and nature's beauty. But will they ever see civilization again?",['English']
21,10715,80000000,Looney Tunes: Back in Action,Real life has never been so animated.,11/14/2003,90.0,"['Animation', 'Comedy', 'Family']","['Lonely Film Productions GmbH & Co. KG.', 'Warner Bros. Animation', 'Warner Bros.', 'Goldmann Pictures', 'Baltimore Spring Creek Productions', 'Warner Bros. Feature Animation']","['Germany', 'United States of America']",16.715631,68514844,5.6,297,"['Brendan Fraser', 'Jenna Elfman', 'Steve Martin', 'Timothy Dalton', 'Heather Locklear', 'Joan Cusack', 'Marc Lawrence', 'Robert Picardo', 'Ron Perlman', 'Bill Goldberg', 'Don Stanton', 'Dan Stanton', 'Dick Miller', 'Roger Corman', 'Kevin McCarthy', 'Matthew Lillard', 'Mary Woronov', 'Bill McKinney', 'George Murdock', 'Vernon Wells', 'Leo Rossi', 'Archie Hahn', 'Allan Graf', 'Joe Alaskey', 'Jeff Bennett', 'Billy West', 'Eric Goldberg', 'Casey Kasem', 'Frank Welker', 'Austyn Cuccia', 'Marie-Claude Jacques', 'Michael Azria', 'Dan Romanelli', ""Ryan O'Dell"", 'Tara Wilson', 'Tanee McCall', 'Gelsey Weiss', 'Brenda Mae Hamilton', 'Liz Ramos', 'Emily Rose Zachary', 'Becca Sweitzer', 'Janina Garraway', 'Alysha Wheeler', 'Micki Duran', 'Chi Johnson', 'Chi Johnson', 'Shealan Spencer', 'Shanti Lowry', 'Brandon Henschel', 'Erica Gudis', 'John Munro Cameron', 'Peter Graves', 'Glen Hambly', 'Louis Kiss', 'Nikki Martin', 'Laura Orrico', 'Robert Parigi', 'Dean Ricca']","['Joe Dante', 'Paula Weinstein', 'Allison Abbate', 'Joel Simon', 'Bernie Goldmann', 'Christopher DeFaria']","['spy', 'duck', 'bunny', 'wretch', 'film industry', 'live action and animation']",en,"Bugs Bunny and Daffy Duck are up to their feuding ways again. Tired of playing second fiddle to Bugs, Daffy has decided to leave the Studio for good. He is aided by Warner Bros.' humor impaired Vice President of Comedy, Kate Houghton, who releases him from his contract and instructs WB security guard/aspiring stunt man DJ Drake to capture and ""escort"" Daffy off the studio lot.",['English']
